deal_name,rut_encontrado,rut_fuente,score,vertical,pain_point,reasoning,charon_ok,Industry,Área de la empresa,Deal Stage
Astaldi - Contratos,,no_encontrado,,,,,,Obras,,Z - Closed Lost 
Besalco reconectado,,no_encontrado,,,,,,Obras,TI,Z - Closed Lost 
Axinntus - Contratos,76.189.625-3,gemini,0.0,Otro,Falta de información disponible en registros públicos; posible necesidad de actualizar datos de identificación y operación empresarial,"La empresa carece de información básica identificable (sin razón social, giro desconocido, sin trabajadores registrados, sin relaciones corporativas). Con RUT 76.189.625-3 y tramo SII 0, no es posible inferir el vertical específico ni actividades comerciales. Se clasifica como 'Otro' por defecto. Sin datos de giro, no se puede confirmar regulación (0 puntos). Sin información sobre operaciones, se asume <50 proveedores (0 puntos). Sin señal externa reportada (0 puntos). El principal pain_point es la opacidad de datos, que Plutto podría resolver mediante su plataforma de KYB para clarificar la identidad y operaciones reales de la empresa.",False,Obras,,Z - Closed Lost 
Camara Chilena de la Construcción,81458500-K,gemini,22.0,Otro,Gestión y verificación de cumplimiento normativo de múltiples empresas asociadas y proveedores en el sector construcción,"La Cámara Chilena de la Construcción es una asociación gremial sin regulación específica de entidades como CMF, Sernageomin, SEC o CNE (puntos regulación = 0). Como cámara empresarial con 237 trabajadores, probablemente coordina con múltiples empresas miembro y proveedores en rango 50-200 (puntos proveedores = 15). Sin señal externa registrada (puntos señal = 0). Se clasifica en 'Otro' ya que no encaja en verticales específicos: no es financiera, mining, utilities/infraestructura ni manufactura retail, sino una asociación gremial. El pain point principal es la necesidad de compliance y verificación de empresas asociadas, sector clave para Plutto.",True,Obras,Abastecimiento,Z - Closed Lost 
EFE Trenes de Chile,61216000-7,gemini,75.0,Utilities/Infraestructura,"Gestión de compliance y KYB para una red compleja de proveedores y contratistas en operaciones ferroviarias, con requisitos regulatorios de infraestructura crítica","La empresa es Ferrocarriles del Estado, operador de infraestructura de transporte ferroviario en Chile. Se clasifica en Utilities/Infraestructura por su naturaleza de operador de infraestructura crítica. Regulación: 15 puntos porque como empresa estatal operadora de ferrocarriles está regulada por entidades como SEC (como empresa pública), CNE (en temas energéticos de operaciones), y regulaciones de infraestructura. Proveedores: 25 puntos porque una empresa ferroviaria de esta envergadura (1027 trabajadores, gran empresa) requiere >200 proveedores para mantener operaciones (combustible, repuestos, mantenimiento, logística). Señal: 0 puntos porque no hay señal externa reportada (N/A). Pain point enfocado en compliance regulatorio y gestión de proveedores en sector crítico.",True,Obras,,Z - Closed Lost 
Enaex,90266000-3,gemini,60.0,Mining/Energía,"Gestión de cumplimiento regulatorio complejo en fabricación de explosivos y productos pirotécnicos, con múltiples proveedores críticos y requisitos de seguridad estrictos.","ENAEX fabrica explosivos y productos pirotécnicos, sector estrechamente relacionado con Mining/Energía (principal cliente de explosivos). La empresa está regulada por Sernageomin dado que maneja sustancias explosivas y requiere autorización para su fabricación y distribución (15 puntos regulación). Con 453 trabajadores y operaciones en fabricación especializada, se estima entre 50-200 proveedores de insumos químicos, materias primas y componentes (15 puntos proveedores). No hay señal externa reportada (0 puntos). El sector requiere KYB riguroso para proveedores y cumplimiento regulatorio intenso.",True,Obras,,Z - Closed Lost 
Cementa,99582170-2,gemini,60.0,Utilities/Infraestructura,"Gestión y validación de múltiples proveedores de materiales de construcción y servicios especializados, cumplimiento normativo en proyectos de infraestructura no residencial","La empresa se clasifica en Utilities/Infraestructura debido a su giro de construcción de edificios no residenciales, que típicamente incluye proyectos de infraestructura pública y privada. Recibe 15 puntos de regulación porque la construcción en Chile está regulada por múltiples entidades (Seremi, municipalidades, y estándares de seguridad). Con 415 trabajadores y proyectos de construcción complejos, se estima entre 50-200 proveedores (15 puntos). Sin señal externa reportada, obtiene 0 puntos en ese rubro. El tamaño de gran empresa (20 puntos) ya fue contabilizado en Python.",True,Obras,Financiero,Z - Closed Lost 
Ferrovial Construcción,,no_encontrado,,,,,,Obras,,Z - Closed Lost 
Flux Solar - proveedores,,no_encontrado,,,,,,Obras,,Z - Closed Lost 
Mantos de la luna,,no_encontrado,,,,,,Obras,,Z - Closed Lost 
Masisa - Control contratistas,,no_encontrado,,,,,,Obras,,Z - Closed Lost 
Pares&Alvarez - Nuevo tipo de objeto Deal,,no_encontrado,,,,,,Obras,Abastecimiento,Z - Closed Lost 
Schindler - contratistas,,no_encontrado,,,,,,Obras,,Z - Closed Lost 
Servirent,,no_encontrado,,,,,,Obras,,Z - Closed Lost 
Silentium,,no_encontrado,,,,,,Obras,,Z - Closed Lost 
Bata - Alta y monitoreo,,no_encontrado,,,,,,Retail,,Z - Closed Lost 
Cencosud,,no_encontrado,,,,,,Retail,Compliance,Z - Closed Lost 
Falabella Retail,,no_encontrado,,,,,,Retail,,Z - Closed Lost 
Kitchen Center,,no_encontrado,,,,,,Retail,,Z - Closed Lost 
GPlanet,77687799-9,gemini,5.0,Otro,"Gestión y cumplimiento normativo en la comercialización de residuos y desechos, incluyendo documentación de proveedores y trazabilidad de productos reciclables","La empresa se clasifica en 'Otro' porque su giro de venta al por mayor de desperdicios y desechos no corresponde a ninguno de los verticales específicos (Financiero, Mining/Energía, Utilities/Infraestructura, Manufactura Retail). No hay evidencia de regulación por CMF, Sernageomin, SEC o CNE (puntuación 0). Con solo 2 trabajadores y siendo una microempresa (5 puntos tamaño), se estima menos de 50 proveedores (puntuación 0). Sin señal externa proporcionada (N/A = 0). El pain_point se basa en que empresas de reciclaje y desechos requieren cumplimiento normativo ambiental y trazabilidad de proveedores, áreas donde Plutto podría agregar valor.",True,Retail,Comercial,Z - Closed Lost 
Marsol,91443000-3,gemini,48.0,Manufactura Retail,Gestión y verificación de proveedores de maquinaria y equipos industrial; cumplimiento normativo en cadena de suministro compleja.,"MARSOL es distribuidor mayorista de maquinaria y equipos industriales (giro N.C.P.). Se clasifica en 'Manufactura Retail' por su rol de intermediario en la cadena de suministro industrial. Con 536 trabajadores es gran empresa (20 pts). No hay evidencia de regulación específica CMF/Sernageomin/SEC/CNE (0 pts regulación). Como distribuidor mayorista, probablemente gestiona entre 50-200 proveedores de diversos tipos de equipos (15 pts). Sin señal externa reportada (0 pts). El pain point principal es la verificación y compliance de múltiples proveedores de equipos industriales, área donde Plutto puede agregar valor.",True,,,
Tricot,,no_encontrado,,,,,,Retail,Compliance,Z - Closed Lost 
Sodimac,96792430-K,gemini,60.0,Manufactura Retail,Gestión y verificación de cumplimiento normativo de una red masiva de proveedores de materiales de construcción y ferretería distribuidos a nivel nacional,"SODIMAC es una gran cadena retail de venta de artículos de ferretería y materiales de construcción, clasificada en vertical 'Manufactura Retail' por su operación de comercio minorista a escala. Con 13.693 trabajadores es una gran empresa (20 puntos ya contabilizados). No está regulada por CMF, Sernageomin, SEC o CNE (0 puntos regulación). Dada su tamaño y naturaleza de retail de construcción, estima >200 proveedores (25 puntos). Sin señal externa reportada (0 puntos). El pain point principal es la complejidad de gestionar compliance y KYB con cientos de proveedores en su cadena de suministro.",True,Retail,,Z - Closed Lost 
HDI Seguros Chile,,no_encontrado,,,,,,Seguros,,Z - Closed Lost 
MAPFRE,,no_encontrado,,,,,,Seguros,Compliance,Z - Closed Lost 
MetLife Chile - Compliance,,no_encontrado,,,,,,Seguros,Compliance,Z - Closed Lost 
BICE VIDA,96656410-5,gemini,63.0,Financiero,"Gestión de cumplimiento regulatorio complejo con múltiples proveedores (aseguradoras, corredores, prestadores de salud) y validación de identidad de clientes y beneficiarios en procesos de suscripción y reclamaciones.","BICE Vida es una compañía de seguros de vida, clasificada en el vertical Financiero. Como aseguradora, está regulada por la CMF (Comisión para el Mercado Financiero) en Chile, otorgando 15 puntos por regulación. Se estima entre 50-200 proveedores considerando que una aseguradora de vida requiere relaciones con reaseguradoras, prestadores médicos, administradores de fondos, corredores y otros intermediarios, otorgando 15 puntos. Sin señal externa reportada (N/A), asigna 0 puntos. Con 1.151 trabajadores ya calificada como gran empresa (20 puntos), Plutto podría resolver desafíos de KYB para validación de proveedores y cumplimiento normativo.",True,Seguros,Compliance,Z - Closed Lost 
A&FM Gestión Financiera,,no_encontrado,,,,,,Services,Financiero,Z - Closed Lost 
Acalis,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Aguas Andinas,61808000-5,gemini,65.0,Utilities/Infraestructura,"Gestión de cumplimiento regulatorio en servicios de agua potable y tratamiento, validación de proveedores en cadena de suministro crítica, y documentación de KYB para proveedores de infraestructura.","Aguas Andinas es una empresa de captación, tratamiento y distribución de agua, claramente clasificable en Utilities/Infraestructura. Como empresa de servicios básicos regulada, obtiene 15 puntos en regulación por estar bajo supervisión de la Superintendencia de Servicios Sanitarios (SISS). Con 1476 trabajadores (gran empresa) y operaciones de infraestructura crítica, estimamos entre 50-200 proveedores (15 puntos) considerando cadena de suministro de químicos, equipos, mantenimiento y servicios especializados. Sin señal externa documentada, asigna 0 puntos. El pain_point refleja la necesidad de cumplimiento regulatorio complejo y validación rigurosa de proveedores en sector crítico.",True,Services,Abastecimiento,Z - Closed Lost 
Aguas Antofagasta -  Proveedores,76418976-0,gemini,63.0,Utilities/Infraestructura,Gestión y cumplimiento normativo de proveedores en sector regulado de servicios básicos; auditoría de terceros en cadena de suministro de agua potable.,"La empresa es clasificada como Utilities/Infraestructura por su giro explícito de captación, tratamiento y distribución de agua potable. Es regulada por la Superintendencia de Servicios Sanitarios (SISS), organismo estatal que supervisa empresas de agua en Chile, por lo que asigna 15 puntos en regulación. Como gran empresa (649 trabajadores) en infraestructura crítica, estima entre 50-200 proveedores (equipos, químicos, servicios especializados), asignando 15 puntos. Sin señal externa reportada (N/A), asigna 0 puntos. El pain_point refleja la necesidad de compliance y KYB en un sector altamente regulado con cadenas de suministro complejas.",True,Services,,Z - Closed Lost 
Alfacom Ingenieria Ltda.,,no_encontrado,,,,,,Services,Proyectos,Z - Closed Lost 
Aguas Nuevas,,no_encontrado,,,,,,Services,Auditoria Interna,Z - Closed Lost 
AquaChile - Proveedores,,no_encontrado,,,,,,Services,Abastecimiento,Z - Closed Lost 
Anfp LOST,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Ameris - Compliance,76028139-5,gemini,30.0,Financiero,Gestión de cumplimiento normativo ante la CMF y validación de identidad de clientes en operaciones de asesoría financiera,"La empresa se clasifica en 'Financiero' porque su giro explícito es 'EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA'. El nombre 'AMERIS CAPITAL' refuerza este enfoque. Se asignan 15 puntos en regulación porque como empresa de asesoría en inversión financiera en Chile, está probablemente regulada por la CMF (Comisión para el Mercado Financiero). Se asignan 0 puntos en proveedores por falta de información específica y tamaño pequeño (16 trabajadores). Sin señal externa reportada (N/A), se asignan 0 puntos. El pain_point se enfoca en compliance y KYB, alineado con la propuesta de valor de Plutto.",True,Services,Compliance,Z - Closed Lost 
BDO Chile,,no_encontrado,,,,,,Services,Financiero,Z - Closed Lost 
BeliveGroup,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Balflex Chile,76033862-1,gemini,43.0,Manufactura Retail,Gestión y validación de proveedores de componentes hidráulicos e industriales para asegurar cumplimiento normativo y calidad en reparaciones,"La empresa se clasifica en Manufactura Retail por su enfoque en reparación de equipos industriales y transporte. No presenta regulación específica de entidades como CMF, Sernageomin, SEC o CNE (puntaje 0). Se estima 50-200 proveedores considerando que es una gran empresa (51 trabajadores) en reparación industrial que requiere múltiples insumos y componentes hidráulicos (puntaje 15). Sin señal externa reportada (puntaje 0). El pain point se enfoca en la validación de proveedores, aspecto crítico para empresas industriales que necesitan asegurar calidad y cumplimiento.",True,Services,,Z - Closed Lost 
brightcell-logistics.com,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Bupa Chile,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Buses Hualpen,,no_encontrado,,,,,,Services,Financiero,Z - Closed Lost 
CEIM - Clientes,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Chilean Rent A Car,79643000-1,gemini,40.0,Otro,"Gestión y verificación de cumplimiento normativo de proveedores de servicios asociados (seguros, mantenimiento, combustible, lavado) y validación de documentación de conductores y vehículos en flota.","Empresa clasificada en 'Otro' porque es una comercializadora de servicios de alquiler vehicular sin chofer, no encaja en los verticales específicos. No está bajo regulación de CMF, Sernageomin, SEC o CNE (puntaje regulación: 0). Como empresa grande con 305 trabajadores en renta vehicular, probablemente maneja entre 50-200 proveedores (combustible, seguros, mantenimiento, repuestos, servicios), asignando 15 puntos. Sin señal externa documentada, puntaje 0. El pain_point es relevante para Plutto: validar proveedores críticos y cumplimiento de documentación de operaciones de flota.",True,Services,Financiero,Z - Closed Lost 
CocaCola Andina,91144000-8,gemini,75.0,Manufactura Retail,"Gestión y compliance de una cadena extensa de proveedores de insumos, materiales de empaque y distribución en la industria de bebidas; cumplimiento normativo en regulaciones sanitarias y laborales.","Embotelladora Andina es una empresa de manufactura de bebidas no alcohólicas con 2.613 trabajadores (gran empresa). Se clasifica en 'Manufactura Retail' por su operación industrial de producción y distribución. Está regulada por autoridades sanitarias relevantes (puntaje 15). Dada su escala operativa y distribución nacional, se estima >200 proveedores (puntaje 25). No hay señal externa reportada (puntaje 0). El pain_point principal es la gestión de compliance en su compleja red de proveedores y cumplimiento normativo sectorial.",True,Services,,Z - Closed Lost 
Coipsa Clientes,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Clínica Somno - New Deal,76304798-9,gemini,53.0,Otro,Gestión de cumplimiento normativo sanitario y verificación de proveedores médicos y farmacéuticos con regulaciones complejas,"Clínica Somno es una prestadora de servicios de salud humana (giro específico en salud), clasificada en vertical 'Otro' ya que no corresponde a los verticales predefinidos. Regulación: 15 puntos porque como clínica está regulada por la Superintendencia de Salud y organismos sanitarios (SEREMI, ISP) en materias de autorización, operación y cumplimiento normativo. Proveedores: 15 puntos porque una clínica de este tamaño (99 trabajadores, gran empresa) típicamente maneja entre 50-200 proveedores de suministros médicos, farmacéuticos, servicios de laboratorio y mantenimiento. Señal externa: 0 puntos porque no hay información de eventos relevantes (N/A). El pain point se relaciona con la necesidad de cumplimiento regulatorio complejo y due diligence en proveedores de servicios sanitarios, donde Plutto puede aportar valor.",True,Services,,Z - Closed Lost 
Constructora FG,,no_encontrado,,,,,,Services,Comercial,Z - Closed Lost 
DIMENSION,,no_encontrado,,,,,,Services,Compliance,Z - Closed Lost 
Cruzados/Universidad Católica,76072469-6,gemini,23.0,Otro,"Gestión de cumplimiento normativo en contratación de jugadores, cuerpo técnico y proveedores de servicios deportivos; verificación de antecedentes de personas vinculadas a la organización","CRUZADOS SADP es un club de fútbol profesional, giro que no encaja en verticales financiero, mining/energía, utilities o manufactura retail. Se clasifica en 'Otro'. No tiene regulación específica de CMF, Sernageomin, SEC o CNE (0 puntos regulación). Como club deportivo estima ~30-40 proveedores (equipamiento, servicios médicos, logística, etc.) = menos de 50, puntaje 0. Sin señal externa reportada (N/A = 0 puntos). El pain_point se enfoca en la necesidad de KYB/compliance para proveedores deportivos y verificación de antecedentes de personal, servicios típicos de Plutto.",True,Services,Financiero,Z - Closed Lost 
DuocUC,72754700-2,gemini,60.0,Otro,Gestión de compliance y KYB para proveedores y contratistas en instituciones de educación superior con múltiples sedes y operaciones complejas,"DUOC UC es una institución de educación superior con 8122 trabajadores (gran empresa). Aunque el giro es educación, no encaja en los verticales específicos disponibles, por lo que se clasifica como 'Otro'. Se asignan 15 puntos en regulación porque las instituciones profesionales en Chile están sujetas a supervisión por el Ministerio de Educación y regulaciones de aseguramiento de calidad. Se asignan 15 puntos en proveedores (estimado 50-200) considerando que una institución de este tamaño requiere múltiples proveedores para servicios académicos, infraestructura, tecnología y administrativos. Sin señal externa reportada, se asigna 0 en señal. El dolor principal es la necesidad de validar y gestionar el cumplimiento normativo de sus proveedores y contratistas de forma centralizada.",True,Services,,Z - Closed Lost 
EFE - Contratos,,no_encontrado,,,,,,Services,Comercial,Z - Closed Lost 
Dux Partners,77041877-1,gemini,12.0,Otro,"Gestión y validación de identidad de clientes y proveedores en procesos de consultoría, asegurando cumplimiento normativo sin ralentizar operaciones","DUX PARTNERS es una consultoría de gestión (giro genérico de servicios profesionales) que no encaja en verticales específicos regulados como Financiero, Mining/Energía o Utilities. Se clasifica en 'Otro'. No hay evidencia de regulación directa por CMF, Sernageomin o SEC (0 puntos). Como consultoría mediana con 16 trabajadores, probablemente maneja <50 proveedores (0 puntos). Sin señal externa reportada (N/A = 0 puntos). El pain_point se enfoca en la necesidad típica de consultorías: validar la información de terceros (clientes y proveedores) para cumplir normativa sin fricción operacional.",True,Services,Proyectos,Z - Closed Lost 
Engie,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Essbio,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Ethos Consultores,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Fundación Teatro del Lago,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Fundacion orquestas juveniles  infantiles,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Gasco - PROVEEDORES,,no_encontrado,,,,,,Services,,Z - Closed Lost 
GEOLÓGICA,,no_encontrado,,,,,,Services,Supply Chain,Z - Closed Lost 
GEOM Spa Compliance,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Grupo CyG,,no_encontrado,,,,,,Services,Abastecimiento,Z - Closed Lost 
IESA,,no_encontrado,,,,,,Services,,Z - Closed Lost 
INACAP - Proveedores,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Instituto Profesional IACC,,no_encontrado,,,,,,,,
Jedimar Turbus,,no_encontrado,,,,,,Services,Comercial,Z - Closed Lost 
KDM Starco,,no_encontrado,,,,,,Services,Abastecimiento,Z - Closed Lost 
JetSMART,76574879-8,gemini,68.0,Otro,Gestión de cumplimiento regulatorio en operaciones aéreas y verificación de proveedores críticos en supply chain de transporte,"JetSmart es una aerolínea (transporte de pasajeros por vía aérea) clasificada en 'Otro' ya que no encaja en los verticales principales. La regulación suma 15 puntos porque las aerolíneas están reguladas por la DGAC (Dirección General de Aeronáutica Civil) en Chile, ente equivalente a la SEC en aviación. Los proveedores suman 25 puntos por ser >200: una aerolínea requiere múltiples proveedores (combustible, catering, mantenimiento, servicios aeroportuarios, seguros, TI, etc.). Sin señal externa reportada, suma 0. Con 988 trabajadores ya calificada como gran empresa (20 puntos), Plutto podría resolver desafíos de KYB en proveedores críticos y compliance regulatorio.",True,Services,Abastecimiento,Z - Closed Lost 
Maihue®,,no_encontrado,,,,,,Services,Comercial,Z - Closed Lost 
Meta Service,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Metro - TGP,,no_encontrado,,,,,,Services,Abastecimiento,Z - Closed Lost 
Morros de Pichilemu,,no_encontrado,,,,,,Services,Otro,Z - Closed Lost 
Parques de Chile,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Preserva Ltda. - TGP,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Promasa S.A - TGP,,no_encontrado,,,,,,Services,Abastecimiento,Z - Closed Lost 
Pontificia Universidad Catolica de Valparaiso,81669200-8,gemini,60.0,Otro,"Gestión y verificación de cumplimiento normativo de proveedores académicos, contratistas y servicios en instituciones de educación superior reguladas por MINEDUC","La empresa es una universidad privada de gran tamaño (2217 trabajadores) clasificada en 'Otro' por ser educación superior. Asignamos regulación en 15 puntos porque las universidades privadas en Chile están reguladas por MINEDUC y deben cumplir normativas de educación superior. Proveedores en 15 puntos (50-200) considerando que una universidad de este tamaño contrata servicios diversos (catering, limpieza, mantenimiento, software, materiales académicos, etc.) en cantidad intermedia. Señal externa en 0 puntos ya que no se reporta ninguna señal relevante (N/A). El pain point se enfoca en la verificación de compliance de proveedores, un desafío típico para instituciones grandes que deben asegurar cumplimiento normativo en toda su cadena de suministro.",True,Services,Abastecimiento,Z - Closed Lost 
Prosegur,,no_encontrado,,,,,,Services,Compliance,Z - Closed Lost 
Quant Service,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Quimica del sur,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Resiter,,no_encontrado,,,,,,Services,,Z - Closed Lost 
SalfaCorp - TGP,,no_encontrado,,,,,,Services,Abastecimiento,Z - Closed Lost 
Serviphar Chile - Proveedores,76933435-1,gemini,40.0,Otro,Gestión y verificación de cumplimiento normativo de múltiples proveedores de servicios de apoyo empresarial,"SERVIPHAR SPA opera en 'Otras actividades de servicios de apoyo a las empresas n.c.p.', un giro que no corresponde a los verticales especializados (Financiero, Mining/Energía, Utilities, Manufactura Retail), por lo que se clasifica en 'Otro'. No hay evidencia de regulación específica por CMF, Sernageomin, SEC o CNE (puntos regulación = 0). Con 223 trabajadores y un giro de servicios de apoyo, se estima que maneja entre 50-200 proveedores dado su tamaño y naturaleza de negocio (puntos proveedores = 15). Sin señal externa reportada (puntos señal = 0). El pain point principal es la necesidad de verificar y monitorear cumplimiento normativo de proveedores múltiples en servicios administrativos.",True,Services,Abastecimiento,Z - Closed Lost 
Social Learning,77032417-3,gemini,30.0,Financiero,Gestión de compliance regulatorio y verificación de identidad de contrapartes en transacciones financieras y de inversión,"La empresa se clasifica en 'Financiero' debido a su giro explícito 'FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES'. Esta clasificación implica regulación por CMF (Comisión para el Mercado Financiero) en Chile, lo que justifica puntos de regulación en 15. La cantidad de proveedores se estima en 0 puntos por falta de información y tamaño reducido (0 trabajadores reportados). No hay señal externa explícita (N/A), por lo que se asigna 0 puntos. El pain point se vincula directamente a la necesidad de Plutto de validar contrapartes y cumplir con regulaciones KYB en el sector financiero chileno.",True,Services,Legal,Z - Closed Lost 
Sociedad Concesionaria Metropolitana de Salud S.A,76383236-8,gemini,50.0,Otro,Gestión y verificación de cumplimiento normativo de proveedores sanitarios y contratistas en servicios de salud,"La empresa es una concesionaria de servicios de salud, sector que no encaja exactamente en los verticales predefinidos, por lo que se clasifica como 'Otro'. Regulación: 15 puntos porque el sector sanitario en Chile está regulado por la Superintendencia de Salud y otras entidades regulatorias. Proveedores: 15 puntos (rango 50-200) ya que una empresa concesionaria de salud con 38 trabajadores típicamente gestiona múltiples proveedores de insumos, equipos médicos y servicios complementarios, pero no alcanza los 200+. Señal: 0 puntos porque no hay señal externa reportada (N/A). El pain point se enfoca en que empresas del sector salud requieren verificar el cumplimiento regulatorio y perfil de riesgo de sus proveedores de forma continua.",True,Services,Legal,Z - Closed Lost 
Sotraser S.A.,78057000-8,gemini,58.0,Otro,"Gestión y verificación de compliance de proveedores logísticos y transportistas en una cadena de suministro compleja, considerando regulaciones de transporte de carga.","SOTRASER es una empresa de transporte de carga por carretera clasificada en 'Otro' vertical. Tiene regulación porque el transporte de carga está supervisado por la SERNAC y normativas de transporte vial. Con 653 trabajadores (gran empresa) y operaciones de transporte, se estima maneja entre 50-200 proveedores (transportistas asociados, proveedores de combustible, repuestos, servicios logísticos), asignando 15 puntos. No hay señal externa reportada (N/A), por lo que puntuación de señal es 0. El tamaño de empresa ya está contabilizado en los 20 puntos base proporcionados.",True,Services,Abastecimiento,Z - Closed Lost 
Resetchile,76720640-2,gemini,23.0,Financiero,Gestión de cumplimiento normativo y verificación de identidad de clientes en servicios financieros y de asesoría,"La empresa se clasifica como Financiero porque su giro 'ACTIVIDADES DE CONSULTORIA DE GESTION' combinado con el nombre 'INTEGRAL CHILE ASESORIAS FINANCIERAS' indica claramente actividades en el sector financiero. Se asignan 15 puntos en regulación porque empresas de asesoría financiera en Chile están probablemente reguladas por la CMF (Comisión para el Mercado Financiero). Se asignan 0 puntos en proveedores porque como empresa pequeña de consultoría (9 trabajadores), típicamente maneja menos de 50 proveedores. Sin señal externa reportada, se asigna 0 puntos en señal. El pain point se enfoca en compliance financiero, área crítica donde Plutto puede agregar valor en verificación y gestión de riesgo de cumplimiento.",True,Services,,Z - Closed Lost 
SQM S.A.,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Toku,,no_encontrado,,,,,,Services,Legal,Z - Closed Lost 
Universidad Andrés Bello,,no_encontrado,,,,,,Services,,Z - Closed Lost 
UAI - Proveedores,,no_encontrado,,,,,,Services,,Z - Closed Lost 
Urzua Abogados,,no_encontrado,,,,,,Services,Legal,Z - Closed Lost 
Universidad de las americas,71540800-7,gemini,60.0,Otro,"Gestión y verificación de cumplimiento normativo de múltiples proveedores en servicios educativos (infraestructura, catering, seguridad, tecnología)","Clasificada como 'Otro' porque la educación superior privada no cabe en los verticales definidos. Regulación: 15 puntos porque las universidades privadas están reguladas por el Ministerio de Educación y organismos acreditadores (CNAP). Proveedores: 15 puntos estimando 50-200 proveedores típicos de una universidad grande (servicios de infraestructura, alimentación, tecnología, mantenimiento, docentes externos). Señal: 0 puntos porque no hay información de señales externas relevantes. Con 1.761 trabajadores es una gran empresa (20 puntos base ya asignados), lo que implica complejidad operativa y necesidad de compliance multiproveedor.",True,Services,,Z - Closed Lost 
Universidad San Sebastián,71631900-8,gemini,60.0,Otro,"Gestión y verificación de cumplimiento normativo de múltiples proveedores y contratistas en servicios educacionales, infraestructura y operaciones","Universidad San Sebastián es una institución de educación superior privada. Se clasifica en 'Otro' ya que educación no está en los verticales disponibles. La regulación suma 15 puntos porque las universidades privadas en Chile están reguladas por el Ministerio de Educación y SERNACES (antes CNAP). Los proveedores suman 15 puntos (50-200) considerando que una gran empresa de 3.386 trabajadores con múltiples campus requiere servicios variados: catering, mantenimiento, tecnología, logística, pero no alcanza el volumen extremo de sectores como mining. Sin señal externa reportada (N/A = 0). El pain point se enfoca en compliance de proveedores, aspecto crítico para instituciones educacionales que manejan recursos públicos y privados.",True,Services,,Z - Closed Lost 
Valle Nevado,,no_encontrado,,,,,,,,
Valnico,,no_encontrado,,,,,,Services,Abastecimiento,Z - Closed Lost 
Workmate,,no_encontrado,,,,,,Services,,Z - Closed Lost 
@creizer,,no_encontrado,,,,,,,,
Vías Chile,96814430-8,gemini,38.0,Otro,"Gestión y verificación de cumplimiento normativo de múltiples proveedores de servicios de apoyo empresarial, con riesgo de incumplimiento regulatorio en subcontrataciones.","La empresa VIAS CHILE S.A. opera en 'Otras actividades de servicios de apoyo a las empresas n.c.p.', clasificándola en 'Otro' al no encajar en verticales específicos como Financiero, Mining/Energía o Utilities. No presenta indicios de regulación directa por CMF, Sernageomin, SEC o CNE (puntuación 0). Como empresa de servicios B2B con 93 trabajadores probablemente gestiona entre 50-200 proveedores de servicios complementarios (puntuación 15). Sin señal externa reportada (N/A = 0). El pain point se enfoca en la necesidad típica de empresas de servicios: verificar el cumplimiento de sus proveedores, algo que Plutto resuelve mediante KYB.",True,Services,,Z - Closed Lost 
ZOFRI S.A -,70285500-4,gemini,60.0,Utilities/Infraestructura,"Gestión y validación de proveedores en operaciones de infraestructura inmobiliaria y zona franca, con cumplimiento regulatorio de autoridades como Aduanas y organismos locales.","La Zona Franca de Iquique es una entidad de infraestructura estratégica regulada por organismos especializados (Aduanas, Servicio Nacional de Aduanas, autoridades locales), por lo que asignamos 15 puntos en regulación. Con 357 trabajadores y operaciones de compra-venta y alquiler de inmuebles en una zona franca, estimamos entre 50-200 proveedores (contratistas, servicios, mantenimiento, logística), otorgando 15 puntos. Sin señal externa reportada, asignamos 0 puntos. Se clasifica en Utilities/Infraestructura por su naturaleza de infraestructura crítica y operaciones de zonas especiales.",True,Services,Compliance,Z - Closed Lost 
ASINFAC - BDR Opportunity,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Atrato,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
altoazareo,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Avante FCP - Landing,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
