RUT_DV,Razón social,Tramo según ventas,Número de trabajadores,Tipo de contribuyente,Actividad económica,Región,Segmento,Scored,score,vertical,pain_point,reasoning,num_hijos,num_padres,Nombre_Fantasia,Sitio_Web,Confianza_Lookup
77311490-0,MECANIZADOS E HIDRAULICA SOCIEDAD LIMITADA,8,26,PERSONA JURIDICA COMERCIAL,FABRICACION DE MAQUINARIA AGROPECUARIA Y FORESTAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77311780-2,ENLACE RED TELECOMUNICACIONES LTDA,8,40,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77311953-8,MDR SERVICIOS MINEROS SPA,8,20,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE METALES Y MINERALES METALIFEROS,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Mining / Energía,False,,,,,,,,,
77312016-1,ESE MAQUINARIAS S.A.,8,12,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y CONSTRUCCION",XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
77312201-6,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,13,330,PERSONA JURIDICA COMERCIAL,TRANSMISION DE ENERGIA ELECTRICA,X REGION LOS LAGOS,Mining / Energía,False,,,,,,,,,
77314027-8,INGENIERÍA SUSTENTABLE DISOR SPA,8,29,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
77314305-6,MADERAS SANTA BERTA SPA,9,79,PERSONA JURIDICA COMERCIAL,ASERRADO Y ACEPILLADURA DE MADERA,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
77315899-1,"YAMILET ROMERO LARENAS, SUPERMERCADOS  SPA",8,31,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
77315923-8,CANCHAS BACKSPIN SPA,8,23,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77316165-8,INTERWASH SPA,8,70,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRENDAS DE VESTIR DE MATERIALES TEXTILES Y SIMILARES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77316204-2,CGE COMERCIALIZADORA SPA,12,52,PERSONA JURIDICA COMERCIAL,GENERACION DE ENERGIA ELECTRICA EN CENTRALES HIDROELECTRICAS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
77317080-0,G R INGENIERIA INDUSTRIAL S.A.,9,49,PERSONA JURIDICA COMERCIAL,"FABRICACION DE MAQUINARIA PARA LA ELABORACION DE ALIMENTOS, BEBIDAS Y TABACO",V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77317334-6,CLICKTELECOMUNICACIONES SPA,8,47,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77317898-4,IMPORTADORA Y EXPORTADORA GRAND MALL LIMITADA,8,22,PERSONA JURIDICA COMERCIAL,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
77318100-4,COMERCIAL BIOPAN LTDA,8,22,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
77318480-1,JORGE VILLARROEL CANALES LIMITADA,8,56,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
77320152-8,INGENIERIA Y CONSTRUCCION LEPOS SPA,8,78,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77320473-K,MITSUBISHI MATERIALS CHILE SPA,9,19,PERSONA JURIDICA COMERCIAL,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
77320799-2,PUNTO FIJO SPA,8,39,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,Manufactura / Retail,False,,,,,,,,,
77320970-7,NEWTRANS LOGISTICS CHILE SPA,11,477,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77324514-2,TEG CHILE SPA,11,13,PERSONA JURIDICA COMERCIAL,"FABRICACION DE GAS, DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIA, EXCEPTO REGASIFICACION DE GNL",XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA,Mining / Energía,False,,,,,,,,,
77324564-9,BENERGY SPA,8,38,PERSONA JURIDICA COMERCIAL,"INSTALACIONES DE GASFITERIA, CALEFACCION Y AIRE ACONDICIONADO",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77324627-0,TRIPOWER CHILE S.A.,9,36,PERSONA JURIDICA COMERCIAL,"REPARACION DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y PARA LA CONSTRUCCION",II REGION DE ANTOFAGASTA,Mining / Energía,False,,,,,,,,,
77324802-8,GLOBAL EXCHANGE CHILE SPA,13,117,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE CASAS DE CAMBIO Y OPERADORES DE DIVISA,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
77324823-0,GHTRES INVERSIONES SPA,8,44,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77325210-6,SERVICIOS LOGISTICOS INTEGRALES INVERSOL SPA,11,88,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77325780-9,SOC DE TRANSPORTES CARRARA LTDA,8,96,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77327630-7,IMPORTADORA Y EXPORTADORA CLEVER LIMITADA,12,532,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
77328654-K,CRUZAT Y COMPANIA SPA,8,49,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77329011-3,MAQUINARIAS FABIAN SALGADO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,8,59,PERSONA JURIDICA COMERCIAL,"EXTRACCION DE PIEDRA, ARENA Y ARCILLA",II REGION DE ANTOFAGASTA,Mining / Energía,False,,,,,,,,,
77329910-2,ANTARTICA SERVICIOS Y DISTRIBUCION LIMITADA,9,67,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77330160-3,TRADEWINGS SPA,11,38,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA MARITIMO Y DE CABOTAJE,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77331574-4,INGENIERÍA Y SERVICIOS EL RINCÓN SPA,8,65,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77331659-7,GLOBAL NET SPA,8,33,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE TELECOMUNICACIONES INALAMBRICAS N.C.P.,VIII REGION DEL BIO BIO,Utilities / Infraestructura,False,,,,,,,,,
77331880-8,INGENIERIA Y CONSTRUCCIONES CHABA LIMITADA,10,317,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77331910-3,SOC ASOCIACION CANALES MAULE SUR LIMITADA,9,37,PERSONA JURIDICA COMERCIAL,"CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA",VII REGION DEL MAULE,Utilities / Infraestructura,False,,,,,,,,,
77332399-2,ASESORÍAS COMERCIALES  EUGENIO GUSTAVO CORDOVA ARELLANO SPA,8,52,PERSONA JURIDICA COMERCIAL,OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCION,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77333390-4,ADOCRETOS Y SERVICIOS CHIRINOS LIMITADA,8,21,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS N.C.P.,I REGION DE TARAPACA,Mining / Energía,False,,,,,,,,,
77333720-9,CONSTRUCTORA LEYBAR SPA,8,80,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77333985-6,IMPERPRO SPA,9,37,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
77334250-4,CIA MINERA FRESIA,8,16,PERSONA JURIDICA COMERCIAL,OTRAS INDUSTRIAS MANUFACTURERAS N.C.P.,IV REGION COQUIMBO,Manufactura / Retail,False,,,,,,,,,
77334580-5,INCOSS INGENIEROS CONSTRUCTORES LIMITADA,8,91,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77335690-4,COMERCIAL CLAUS LIMITADA,9,110,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
77335750-1,SUPERMERCADO MAYORISTA LA FAMA SANTA CRUZ SOCIEDAD ANONIMA,11,295,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
77336170-3,EL CHIVATO DE NUNEZ LIMITADA,8,16,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
77337200-4,COMERCIAL GUIVAR LIMITADA,11,218,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA,XVI REGION DE ÑUBLE,Manufactura / Retail,False,,,,,,,,,
77337333-7,COMERCIAL E  INVERSIONES ALAN CARO ANDRADE E.I.R.L.,9,28,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PESCADO, MARISCOS Y PRODUCTOS CONEXOS",IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
77337752-9,SOCIEDAD CONCESIONARIA RUTA 5 TALCA-CHILLAN S.A,13,47,PERSONA JURIDICA COMERCIAL,SERVICIOS PRESTADOS POR CONCESIONARIOS DE CARRETERAS,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77339217-K,GESTIÓN CHILOÉ SPA,8,91,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
77340026-1,RAM SPA,8,100,PERSONA JURIDICA COMERCIAL,EXPLOTACION DE OTRAS MINAS Y CANTERAS N.C.P.,V REGION VALPARAISO,Mining / Energía,False,,,,,,,,,
77340360-0,CONSTRUCTORA LA ESPERANZA LIMITADA,10,103,PERSONA JURIDICA COMERCIAL,"EXTRACCION DE PIEDRA, ARENA Y ARCILLA",XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
77340417-8,GOFEX LOGISTICS SPA,9,121,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77340593-K,PROYECTOS LASER CYG SPA,8,14,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77341080-1,CONTRUCCIONES Y APLICACIONES CONTRACTAL LTDA,11,165,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
77341558-7,BLUROV SPA,8,61,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
77342084-K,INGENIERIA Y MONTAJES HG3 SPA,8,133,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77342125-0,RED AEROPORTUARIA AUSTRAL SOCIEDAD CONCESIONARIA S.A.,12,94,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77342196-K,BARRACA TOLOZA R.A SPA,8,24,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77342392-K,CONSTRUCTORA Y COMERCIALIZADORA FERROMAS SPA,9,17,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
77342422-5,PACTO SPA,8,24,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77343844-7,GOPA SOLUCIONES SPA,10,224,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77344827-2,INVERSIONES FOSAM SPA,8,22,PERSONA JURIDICA COMERCIAL,OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77345654-2,CONSTRUCTORA DEMASCE SPA,9,40,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77345962-2,PASTELERIA LA HERRADURA SPA,8,37,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,IV REGION COQUIMBO,Manufactura / Retail,False,,,,,,,,,
77346228-3,SEISLUCES SPA,11,68,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77346325-5,CONSTRUCTORA DEL CENTRO SPA,8,65,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77346333-6,YAXA CHILE SPA,9,35,PERSONA JURIDICA COMERCIAL,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77346334-4,AMERICAN ROLLER SPA,8,23,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77346336-0,CASA DE CAMBIOS GLOBAL CASH INTERNATIONAL SPA,11,26,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE CASAS DE CAMBIO Y OPERADORES DE DIVISA,I REGION DE TARAPACA,Financiero,False,,,,,,,,,
77346671-8,SERVICIOS ACUÍCOLAS EL TRIDENTE LIMITADA,11,262,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
77347535-0,SOCIEDAD DE INGENIERIA Y CONSTRUCCION HIDROLEX SPA,8,35,PERSONA JURIDICA COMERCIAL,"CONSTRUCCION DE BUQUES, EMBARCACIONES MENORES Y ESTRUCTURAS FLOTANTES",X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
77348570-4,TRANSPORTES NUEVA APOQUINDO LIMITADA,11,84,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77349320-0,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,13,2861,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
77349350-2,SOCIEDAD INDUSTRIAL DE PLASTICOS SPA,10,116,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS DE PLASTICO,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
77350981-6,CHOCOLATES DEL MUNDO SPA,13,1287,PERSONA JURIDICA COMERCIAL,"ELABORACION DE CACAO, CHOCOLATE Y DE PRODUCTOS DE CONFITERIA",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77351510-7,BRAJOVIC Y COMPANIA LIMITADA,11,52,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77352040-2,SOCIEDAD CONSTRUCTORA HERMANOS LIMITADA,10,214,PERSONA JURIDICA COMERCIAL,DEMOLICION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77352250-2,LABTECH HEBRO LIMITADA,9,30,PERSONA JURIDICA COMERCIAL,FABRICACION DE MAQUINARIA PARA LA EXPLOTACION DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
77352543-9,ASERBIO SPA,8,32,PERSONA JURIDICA COMERCIAL,ASERRADO Y ACEPILLADURA DE MADERA,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
77352960-4,INDUSTRIAL Y COMERCIAL STO CHILE LIMITADA,11,77,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS QUIMICOS N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77354225-2,PROINGENIERIA SPA,8,38,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION,I REGION DE TARAPACA,Manufactura / Retail,False,,,,,,,,,
77354229-5,"PERFORACIONES, ANCLAJES Y GEOSISTEMAS SPA",8,81,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77355107-3,INVERSIONES RIO FUTURO SPA,10,11,PERSONA JURIDICA COMERCIAL,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,X REGION LOS LAGOS,Financiero,False,,,,,,,,,
77355186-3,COMERCIAL MARGARITA LIMITADA,9,75,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
77355267-3,PERROT INTERNATIONAL COMPANY SPA,9,56,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77355358-0,TMC SPA,8,26,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.,IV REGION COQUIMBO,Utilities / Infraestructura,False,,,,,,,,,
77355680-6,INGENIERIA MAESTRANZA Y MONTAJES HECTOR VEGA ZUNIGA LTDA,11,846,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
77356020-K,COMERCIAL DE VALORES SERVICIOS FINANCIEROS SPA,12,119,PERSONA JURIDICA COMERCIAL,"OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.",XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
77356040-4,CASTANO Y CIA LTDA,8,26,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77356493-0,PROYECTOS SUIZA LIMITADA,8,27,PERSONA JURIDICA COMERCIAL,OTRAS INDUSTRIAS MANUFACTURERAS N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77357180-5,SERVICIOS AGRICOLAS Y FORESTALES TIERRA VERDE LIMITADA,9,46,PERSONA JURIDICA COMERCIAL,TRATAMIENTO Y ELIMINACION DE DESECHOS NO PELIGROSOS,XVI REGION DE ÑUBLE,Mining / Energía,False,,,,,,,,,
77357889-3,SERTEINT SPA,9,55,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA ELABORACION DE ALIMENTOS, BEBIDAS Y TABACO",V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77358210-6,SOCIEDAD DE TRANSPORTES ACEVEDO LIMITADA,8,55,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
77358466-4,SERVICIOS INTEGRALES  INCOMAQ  SPA,10,157,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,I REGION DE TARAPACA,Manufactura / Retail,False,,,,,,,,,
77358940-2,COMERCIAL Y PROVEEDORA DE PRODUCTOS ESPECIALES PPE LIMITADA,11,78,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES",XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
77359150-4,PANADERIA VALPARAISO Y COMPANIA LIMITADA,8,32,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
77359239-K,GRC FRUIT SPA,9,66,PERSONA JURIDICA COMERCIAL,EXPLOTACION DE FRIGORIFICOS PARA ALMACENAMIENTO Y DEPOSITO,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
77359368-K,MTW SPA,10,80,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77359407-4,COMERCIAL TALCA LIMITADA,10,107,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
77359579-8,CONSTRUCTORA ECHEVERRIA IZQUIERDO SPA,13,1013,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77360390-1,SOCIEDAD DE COBRANZAS PAYBACK  LIMITADA,11,350,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
77360588-2,PAMPA Y MAR SPA,8,26,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.,I REGION DE TARAPACA,Utilities / Infraestructura,False,,,,,,,,,
77361469-5,FORESTAL EL CERRO LIMITADA,8,19,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA,XVI REGION DE ÑUBLE,Manufactura / Retail,False,,,,,,,,,
77361810-0,DAVILA BERTINI LIMITADA,8,30,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77363060-7,BUENOS VIENTOS OBRAS ELECTRICAS SPA,11,823,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77363431-9,SOCIEDAD CONCESIONARIA RED MAULE S.A.,13,23,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
77363457-2,MADERAS LA LOMA SPA,8,36,PERSONA JURIDICA COMERCIAL,ASERRADO Y ACEPILLADURA DE MADERA,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
77363840-3,COMERCIALIZADORA DE SISTEMAS Y ELECTRONICA LIMITADA,9,36,PERSONA JURIDICA COMERCIAL,"PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTIVIDADES CONEXAS",XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
