RUT_DV;Razón social;Tramo según ventas;Número de trabajadores;Tipo de contribuyente;Actividad económica;Región;Segmento;Scored;score;vertical;pain_point;reasoning;num_hijos;num_padres;Nombre_Fantasia;Sitio_Web;Confianza_Lookup
76003173-9;SERVICIOS INDUSTRIALES CORDILLERA SPA;10;339;PERSONA JURIDICA COMERCIAL;FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL;VIII REGION DEL BIO BIO;Manufactura / Retail;True;48.0;Manufactura Retail;Gestión y evaluación de riesgos en una cadena extensa de proveedores industriales y de retail, asegurando cumplimiento normativo y mitigación de riesgos operacionales.;La empresa es una gran compañía (339 trabajadores) en manufactura/retail con 1 empresa filial. No presenta indicadores de regulación sectorial específica (CMF, Sernageomin, SEC, CNE). Dada su tamaño y modelo de negocio industrial-retail, se estima una cadena de proveedores entre 50-200 (puntaje 15), sin alcanzar las 200+ típicas de grandes retailers nacionales. Sin señal externa reportada (N/A). El pain point relevante es la gestión de debida diligencia en proveedores, especialmente crítico en manufactura donde la evaluación de riesgos de calidad, seguridad y cumplimiento es fundamental.;1.0;0.0;;;
70009770-6;COOP DE AHORRO Y CREDITO LOS ANDES LTDA;8;55;ORG. SIN FINES DE LUCRO;OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.;V REGION VALPARAISO;Financiero;True;48.0;Financiero;Gestión de riesgo en la evaluación de clientes y proveedores cumpliendo con regulaciones de la CMF para prevenir lavado de activos y financiamiento del terrorismo.;Como cooperativa de ahorro y crédito, está regulada por la CMF (Comisión para el Mercado Financiero), lo que otorga 15 puntos. Con 55 trabajadores (empresa mediana) en el sector financiero, probablemente maneja entre 50-200 proveedores (servicios, tecnología, operacionales), asignando 15 puntos. No hay señal externa reportada (N/A = 0 puntos). El pain point se enfoca en compliance regulatorio, que es crítico para instituciones financieras en Chile.;0.0;0.0;;;
59273570-9;ANDALUZA DE MONTAJES ELECTRICOS Y TELEFONICOS SOCIEDAD ANONIMA AGENCIA EN CHILE;11;255;SOCIEDADES EXTRANJERAS;INSTALACIONES ELECTRICAS;XIII REGION METROPOLITANA;Manufactura / Retail;True;48.0;Manufactura Retail;Gestión y evaluación de riesgos de múltiples proveedores de componentes eléctricos y telecomunicaciones en la cadena de suministro;Empresa de manufactura y retail con 255 trabajadores (gran empresa) y estructura corporativa compleja (1 empresa madre, 1 empresa hija) ubicada en Región Metropolitana. No está regulada por entidades como CMF, Sernageomin, SEC o CNE. Dada su tamaño y giro en manufactura/retail de montajes eléctricos y telefónicos, estimamos entre 50-200 proveedores de componentes, materia prima y servicios especializados (15 puntos). Sin señal externa reportada (N/A = 0 puntos). El principal dolor sería la debida diligencia y monitoreo continuo de proveedores para mitigar riesgos de calidad, cumplimiento normativo y continuidad operacional.;1.0;1.0;;;
65868470-1;ASOCIACION GREMIAL DE DUENOS DE CAMIONES DE ANGOL;9;11;ORG. SIN FINES DE LUCRO;TRANSPORTE DE CARGA POR CARRETERA;IX REGION DE LA ARAUCANIA;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de riesgos de proveedores de transporte y logística, cumplimiento normativo ante reguladores de infraestructura vial y transporte.;La asociación gremial de dueños de camiones está regulada por entidades como CNE (por carga/transporte de infraestructura crítica) y potencialmente por normativas viales y de transporte. Como asociación gremial del sector transporte con 11 miembros, probablemente maneja entre 50-200 proveedores (combustible, mantenimiento, repuestos, servicios logísticos). Sin señal externa registrada (N/A). El tamaño mediano (12 puntos) y naturaleza asociativa refuerzan la necesidad de compliance en cadena de suministro.;0.0;0.0;;;
65117066-4;ASOCIACION GREMIAL DE DUENOS DE CAMIONES DE NACIMIENTO;9;12;ORG. SIN FINES DE LUCRO;TRANSPORTE DE CARGA POR CARRETERA;VIII REGION DEL BIO BIO;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión de cumplimiento normativo y evaluación de riesgos en proveedores y colaboradores del sector transporte de carga;La asociación gremial de dueños de camiones está regulada por CNE (Comisión Nacional de Energía) y normativas de transporte de carga que implican requisitos de seguridad vial y operacional, justificando 15 puntos en regulación. Con 12 trabajadores y naturaleza gremial, probablemente gestiona entre 50-200 proveedores de servicios de mantenimiento, combustible, logística y servicios administrativos, asignando 15 puntos. Sin señal externa reportada, se asignan 0 puntos. El pain point principal es la necesidad de evaluar proveedores y colaboradores en un sector con requisitos regulatorios exigentes para mitigar riesgos operacionales y de cumplimiento.;0.0;0.0;;;
52001084-K;COMERCIAL ALEJANDRO DERDERIAN BUSTAMANTE E.I.R.L.;8;43;PERSONA JURIDICA COMERCIAL;TERMINACION Y ACABADO DE EDIFICIOS;V REGION VALPARAISO;Mining / Energía;True;47.0;Mining/Energía;Gestión de cumplimiento regulatorio y debida diligencia de proveedores en cadena de suministro minero/energética;La empresa opera en Mining/Energía en Valparaíso con 43 trabajadores (mediana empresa). Está regulada por Sernageomin como operador minero/energético, asignando 15 puntos. Con 43 empleados y operaciones en este sector, probablemente gestiona entre 50-200 proveedores (contratistas, suministros, servicios), asignando 15 puntos. No hay señal externa reportada (N/A), por lo que 0 puntos. El pain_point se enfoca en regulación y evaluación de riesgos de proveedores, necesidades críticas en Mining/Energía donde Plutto agrega valor.;0.0;0.0;;;
70025350-3;COOP ABAST DIST A POTABLE ALCANTA Y SANEAMIEN AMBIENTAL HOSPITAL CHAMP;8;28;ORG. SIN FINES DE LUCRO;CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión de cumplimiento normativo y debida diligencia de proveedores en servicios de agua potable, alcantarillado y saneamiento ambiental, sectores altamente regulados.;La empresa es una cooperativa de distribución de agua potable, alcantarillado y saneamiento ambiental en hospital (sector público), por lo que está regulada por la Superintendencia de Servicios Sanitarios (SSS) y potencialmente por CNE en aspectos ambientales. Con 28 trabajadores (mediana = 12 puntos) y como prestadora de servicios de utilidad pública, probablemente maneja entre 50-200 proveedores de insumos, equipamiento y servicios especializados. Sin señal externa reportada (N/A).;0.0;0.0;;;
70485400-5;COOP DE SERV DE AGUA POTABLE Y SANEAMIENTO EL GRANIZO LTDA;8;28;ORG. SIN FINES DE LUCRO;CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA;V REGION VALPARAISO;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestionar la debida diligencia y cumplimiento regulatorio de proveedores de servicios críticos (construcción, mantenimiento, químicos) en un contexto de regulación estricta del sector agua potable.;La empresa es una cooperativa de agua potable y saneamiento, por lo que está regulada por la SEC (Superintendencia de Servicios Sanitarios) y posiblemente CNE/DGA en temas de recursos hídricos, asignando 15 puntos en regulación. Con 28 trabajadores (mediana) y operaciones de infraestructura sanitaria, probablemente gestiona entre 50-200 proveedores (contratistas, proveedores de químicos, equipamiento), asignando 15 puntos. Sin señal externa reportada (N/A), asigna 0 puntos. El vertical ya viene clasificado correctamente como Utilities/Infraestructura.;0.0;0.0;;;
70979100-1;FUND BENEFICENCIA ALEJANDRO ROJAS SIERRA;8;18;ORG. SIN FINES DE LUCRO;EXTRACCION DE MADERA;VII REGION DEL MAULE;Mining / Energía;True;47.0;Mining/Energía;Gestión de cumplimiento normativo y debida diligencia de proveedores en sector minero/energético sujeto a regulación estatal;La empresa es clasificada en Mining/Energía, sector altamente regulado en Chile. Como tal, está sujeta a fiscalización de Sernageomin (minería) y/o CNE (energía) según su actividad específica, lo que justifica 15 puntos en regulación. Con 18 trabajadores (mediana=12, clasificada como empresa mediana) y operaciones en sector extractivo/energético, se estima manejo de 50-200 proveedores típicos de este ramo (suministros, contratistas, servicios especializados), otorgando 15 puntos. Sin señal externa reportada (N/A), asigna 0 puntos. El pain_point se enfoca en la necesidad crítica de compliance regulatorio y evaluación de riesgos de proveedores en un sector con altos estándares de fiscalización.;0.0;0.0;;;
65056282-8;FUNDACION ARMONIA;8;41;ORG. SIN FINES DE LUCRO;TRANSMISIONES DE RADIO;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de riesgos en cadena de proveedores de infraestructura crítica, asegurando cumplimiento regulatorio ante entes como CNE y evitando disrupciones operacionales.;Fundación Armonía opera en Utilities/Infraestructura con 41 trabajadores (mediana). Como empresa en este vertical, está presumiblemente regulada por CNE dado el sector de utilities. Estima ~50-200 proveedores típicos para una empresa mediana de infraestructura que requiere múltiples servicios y materiales especializados. No hay señal externa reportada (N/A). El tamaño mediano (12 puntos) y giro regulado generan perfil de potencial cliente para Plutto.;0.0;0.0;;;
52001080-7;BIOCABLE SUR E I R L;8;19;PERSONA JURIDICA COMERCIAL;TELEVISION DE PAGO SATELITAL;VIII REGION DEL BIO BIO;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de riesgos en la cadena de proveedores de infraestructura, asegurando cumplimiento normativo de entidades reguladoras como CNE.;BIOCABLE SUR opera en el sector Utilities/Infraestructura (giro confirmado), lo que implica probable regulación por CNE (Comisión Nacional de Energía) dado el contexto de cables/infraestructura eléctrica, otorgando 15 puntos en regulación. Con 19 trabajadores (mediana) y siendo empresa de infraestructura, estima una cadena de proveedores moderada (50-200), asignando 15 puntos. Sin señal externa declarada (N/A), 0 puntos. El ICP es moderadamente alto (40 puntos) para una empresa mediana en sector regulado con cadena de suministro relevante.;0.0;0.0;;;
52004950-9;TRANSPORTES Y MAQUINARIAS  INDEF SPA;8;27;PERSONA JURIDICA COMERCIAL;TRANSPORTE DE CARGA POR CARRETERA;VIII REGION DEL BIO BIO;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de riesgos en cadena de suministro de proveedores de transporte y maquinaria para infraestructura;Empresa mediana (27 trabajadores) en sector Utilities/Infraestructura con giro en transportes y maquinarias. Probable regulación por CNE/SEC dado su participación en infraestructura crítica. Con 27 empleados y operaciones en transporte/maquinaria, estima cadena de 50-200 proveedores (suministros, combustible, repuestos, servicios especializados). Sin señal externa reportada. Pain point: necesidad de evaluar proveedores críticos en cadena de suministro para cumplimiento normativo en sector regulado.;0.0;1.0;;;
52003012-3;TRANSPORTES SAN BASILIO SPA;8;16;PERSONA JURIDICA COMERCIAL;TRANSPORTE DE CARGA POR CARRETERA;VIII REGION DEL BIO BIO;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de riesgos en proveedores de transporte e infraestructura, cumplimiento normativo de la CNE y asegurar debida diligencia en cadena de suministro.;La empresa opera en sector Utilities/Infraestructura (transporte) en la VIII Región, tamaño mediano (16 trabajadores). Es probable que esté regulada por CNE dado su giro en infraestructura de transporte (15 puntos regulación). Con 16 trabajadores y operación en transporte, estima tener entre 50-200 proveedores de combustible, mantención, logística y servicios (15 puntos proveedores). No hay señal externa reportada (0 puntos). El pain point se enfoca en cumplimiento regulatorio y evaluación de riesgo en proveedores, que es el core de Plutto.;0.0;1.0;;;
73278600-7;JUNTA DE VIGILANCIA RIO CHOAPA;8;24;ORG. SIN FINES DE LUCRO;CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA;IV REGION COQUIMBO;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de riesgos de proveedores críticos de infraestructura hídrica y cumplimiento normativo ante reguladores como la CNE y autoridades ambientales.;La empresa es una Junta de Vigilancia del río Choapa, organismo que gestiona recursos hídricos compartidos en la región de Coquimbo. Está regulada por la CNE (Comisión Nacional de Energía) y autoridades de agua, justificando 15 puntos en regulación. Con 24 trabajadores (mediana) y operaciones de infraestructura hídrica, probablemente mantiene entre 50-200 proveedores de servicios, mantenimiento y suministros especializados, asignando 15 puntos en proveedores. Sin señal externa reportada: 0 puntos. Como entidad de vigilancia con obligaciones regulatorias, requiere debida diligencia robusta en sus stakeholders.;0.0;0.0;;;
59101150-2;AZVI CHILE S A (AGENCIA EN CHILE);8;13;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;47.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y distribución retail;AZVI es una empresa mediana (12 puntos) en manufactura/retail con 13 trabajadores y 3 empresas hijas, operando desde la Región Metropolitana. No está regulada por CMF, Sernageomin, SEC ni CNE (giro industrial típico sin supervisión financiera o minera). Por su tamaño mediano y naturaleza de manufactura retail con múltiples filiales, probablemente maneja entre 50-200 proveedores (distribución, insumos, logística), asignando 15 puntos. Sin señal externa registrada (N/A). El principal dolor sería la necesidad de evaluar proveedores y colaboradores de forma sistemática dado su estructura multi-empresa.;3.0;0.0;;;
76002937-8;PLANTA DE TRATAMIENTO DE HIDROCARBUROS LIMITADA;8;21;PERSONA JURIDICA COMERCIAL;FABRICACION DE OTROS PRODUCTOS QUIMICOS N.C.P.;VIII REGION DEL BIO BIO;Manufactura / Retail;True;47.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro de hidrocarburos, asegurando cumplimiento regulatorio y mitigación de riesgos operacionales y de proveedores.;La empresa opera en tratamiento de hidrocarburos en la VIII Región, sector fuertemente regulado por la CNE y organismos ambientales (SMA, SERNAGEOMIN), lo que justifica 15 puntos en regulación. Con 21 trabajadores (mediana) y operaciones de manufactura, se estima entre 50-200 proveedores (15 puntos) considerando cadena de suministro típica de plantas industriales. No hay señal externa reportada (0 puntos). El pain_point se enfoca en la necesidad crítica de debida diligencia en proveedores para empresas del sector hidrocarburos, que es exactamente el core value de Plutto.;0.0;0.0;;;
72809800-7;COMITE DE AGUA POTABLE RURAL Y ALCANTARILLADO DE SAN PEDRO DE ATACAMA;9;28;ORG. SIN FINES DE LUCRO;CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA;II REGION DE ANTOFAGASTA;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de proveedores de servicios críticos (tuberías, tratamiento de agua, mantenimiento) para garantizar cumplimiento normativo y continuidad operativa del suministro de agua potable;La empresa es un comité de agua potable rural, por lo que está sujeta a regulación de la Superintendencia de Servicios Sanitarios (regulador del sector agua potable en Chile), otorgando 15 puntos por regulación. Con 28 trabajadores (mediana) y operaciones en infraestructura rural, se estima manejo de 50-200 proveedores (contratistas de mantención, construcción, químicos, equipos), asignando 15 puntos. Sin señal externa reportada, 0 puntos. El pain_point se enfoca en la necesidad crítica de evaluar proveedores de servicios esenciales dada la importancia de la continuidad en servicios sanitarios.;0.0;0.0;;;
76002836-3;AGUSTIN MAURICIO MONDACA VALENZUELA,COMBUSTIBLES E.I.R.L.;8;17;PERSONA JURIDICA COMERCIAL;TRANSPORTE DE CARGA POR CARRETERA;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de riesgos de proveedores de combustibles y asegurar cumplimiento normativo ante reguladores como CNE;La empresa opera en el giro de combustibles (Utilities/Infraestructura), sector regulado en Chile por la CNE (Comisión Nacional de Energía), lo que justifica 15 puntos en regulación. Con 17 trabajadores (mediana) es probable que maneje entre 50-200 proveedores considerando cadena de suministro de combustibles, asignando 15 puntos. No hay señal externa reportada (N/A), por lo que suma 0 puntos. Como distribuidora de combustibles, requiere debida diligencia constante de sus proveedores para cumplir normativas energéticas y ambientales.;0.0;0.0;;;
52004141-9;TRANSPORTES LORENA SOLEDAD VARGAS REYES E I R L;8;23;PERSONA JURIDICA COMERCIAL;TRANSPORTE DE CARGA POR CARRETERA;XVI REGION DE ÑUBLE;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión de cumplimiento regulatorio en transporte y evaluación de riesgos de proveedores de logística y combustible;Empresa de transporte (EIRL) con 23 trabajadores clasificada como mediana. Como prestador de servicios de transporte e infraestructura, está sujeta a regulación de la CNE (combustibles, eficiencia energética) y potencialmente SEC (transporte de carga). Con 23 trabajadores, una mediana empresa de transporte típicamente gestiona entre 50-200 proveedores (combustible, repuestos, mantenimiento, logística), justificando 15 puntos en proveedores. Sin señal externa registrada (N/A). El main pain point es la debida diligencia continua de sus múltiples proveedores críticos y el cumplimiento de regulaciones de transporte.;0.0;0.0;;;
52004614-3;AGRICOLA Y GANADERA HUGO GASTON BONICIOLI PRIETO EIRL;9;35;PERSONA JURIDICA COMERCIAL;TRANSPORTE DE CARGA POR CARRETERA;XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de riesgos en la cadena de proveedores agrícolas y ganaderos, especialmente en infraestructura rural de Magallanes;La empresa opera en el sector Utilities/Infraestructura con giro agrícola-ganadero en Magallanes. Recibe 15 puntos de regulación porque empresas de infraestructura y servicios básicos en Chile típicamente están reguladas por CNE (si suministran energía) o entidades equivalentes. Con 35 trabajadores (mediana empresa) estima ~50-200 proveedores (15 puntos), ya que requiere insumos agropecuarios, combustible, equipamiento y servicios técnicos. Sin señal externa reportada (0 puntos). El dolor clave es gestionar la debida diligencia de múltiples proveedores en una región compleja geográficamente, donde Plutto facilita la evaluación de riesgos de proveedores y colaboradores.;0.0;0.0;;;
72109100-7;COMITE DE AGUA POTABLE RURAL BATUCO SANTA SARA;8;28;ORG. SIN FINES DE LUCRO;CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de proveedores de infraestructura y servicios de agua potable, cumplimiento normativo de regulaciones sanitarias y ambientales.;Como Comité de Agua Potable Rural, está regulada por autoridades como la Superintendencia de Servicios Sanitarios (SISS) y el Ministerio de Obras Públicas, lo que justifica 15 puntos en regulación. Con 28 trabajadores (mediana) y siendo una entidad de infraestructura rural, probablemente maneja entre 50-200 proveedores (contratistas, proveedores de químicos, equipamiento, mantenimiento), asignando 15 puntos. Sin señal externa reportada (N/A), corresponde 0 puntos. El tamaño mediano y naturaleza regulada de la empresa la hacen atractiva para Plutto.;0.0;0.0;;;
52003441-2;OBRAS CIVILES IGOR HORMAZÁBAL NAVEA E.I.R.L.;8;26;PERSONA JURIDICA COMERCIAL;TRANSPORTE DE CARGA POR CARRETERA;V REGION VALPARAISO;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de riesgos en cadena de proveedores de construcción y obras civiles, cumplimiento normativo ante reguladores como CNE y evaluación de contratistas.;Empresa mediana (26 trabajadores) en giro de obras civiles e infraestructura. Regulación: 15 puntos porque el sector de utilities e infraestructura en Chile está regulado por entidades como CNE (Comisión Nacional de Energía) en proyectos relacionados. Proveedores: 15 puntos porque una constructora mediana típicamente maneja entre 50-200 proveedores (materiales, subcontratistas, servicios). Señal: 0 puntos porque no hay señal externa explícita (N/A). El tamaño mediano y la naturaleza del negocio hacen que Plutto sea especialmente relevante para evaluación de proveedores y cumplimiento regulatorio.;0.0;0.0;;;
53333206-4;SUCESION LUIS GUILLERMO CAMUS CALDERON;8;25;SIN PER. JURIDICA;TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS;II REGION DE ANTOFAGASTA;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y debida diligencia de proveedores y contratistas en sector de infraestructura, con cumplimiento de regulaciones de seguridad y estándares operacionales;Empresa clasificada en Utilities/Infraestructura con 25 trabajadores (mediana). Probablemente regulada por CNE y/o Sernageomin dado su giro en infraestructura en región minera (Antofagasta). Estimamos 50-200 proveedores típicos para este tamaño y sector (construcción, servicios, insumos). Sin señal externa reportada (N/A). El pain_point se enfoca en la necesidad crítica de evaluar proveedores y colaboradores en un sector regulado y de alto riesgo operacional.;0.0;0.0;;;
53110730-6;COMUNIDAD DE SERVICIOS REMODELACION SAN BORJA;9;45;SIN PER. JURIDICA;CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de riesgos de proveedores en servicios de remodelación e infraestructura, con cumplimiento normativo ante reguladores como CNE y organismos municipales.;La empresa opera en el giro de servicios de remodelación e infraestructura (Utilities/Infraestructura), lo que la expone a regulación por CNE y entidades municipales relacionadas con construcción e infraestructura (15 puntos regulación). Con 45 trabajadores (mediana empresa) y operaciones en remodelación, probablemente gestiona entre 50-200 proveedores de materiales, subcontratistas y servicios especializados (15 puntos proveedores). No hay señal externa reportada (0 puntos señal). El pain point principal es la debida diligencia de cadena de suministro en un sector regulado con múltiples proveedores.;0.0;0.0;;;
76001684-5;SUMINISTROS DE TECNOLOGIA, INGENIERIA Y SERVICIOS LIMITADA;9;18;PERSONA JURIDICA COMERCIAL;VENTA AL POR MAYOR DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y CONSTRUCCION;XIII REGION METROPOLITANA;Mining / Energía;True;47.0;Mining/Energía;Gestión y evaluación de riesgos de proveedores en cadena de suministro de tecnología e ingeniería para operaciones minero-energéticas, cumplimiento normativo con Sernageomin y CNE.;La empresa opera en Mining/Energía con 18 trabajadores (mediana), lo que indica una operación establecida. Como suministradora de tecnología, ingeniería y servicios para este sector, está sujeta a regulación por Sernageomin (minería) y potencialmente CNE (energía), otorgando 15 puntos. Con 18 trabajadores y operaciones en suministro especializado, se estima un rango de 50-200 proveedores (15 puntos), considerando que requiere múltiples proveedores de componentes técnicos, servicios y materiales. Sin señal externa reportada (N/A), asigna 0 puntos. El pain_point refleja la necesidad crítica de due diligence en proveedores para sector regulado y de alto riesgo.;0.0;0.0;;;
59292890-6;WENCO INTERNATIONAL MINING SYSTEMS LTD AGENCIA EN CHILE;9;40;SOCIEDADES EXTRANJERAS;ACTIVIDADES DE APOYO PARA LA EXPLOTACION DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS;XIII REGION METROPOLITANA;Mining / Energía;True;47.0;Mining/Energía;Gestión de cumplimiento regulatorio y debida diligencia de proveedores en operaciones mineras internacionales con múltiples jurisdicciones;WENCO es una empresa del sector minería/energía (giro confirmado) con presencia en Chile como agencia de una matriz internacional. Por su naturaleza en mining, está sujeta a regulación de Sernageomin y potencialmente SEC (si la matriz es estadounidense). Como empresa mediana (12 puntos) con 40 trabajadores en operaciones mineras, estima ~50-200 proveedores (equipos, servicios especializados, insumos mineros), asignando 15 puntos. Sin señal externa reportada (N/A). El pain_point se enfoca en la necesidad crítica de compliance regulatorio y evaluación de proveedores en mining, áreas clave donde Plutto agrega valor.;0.0;1.0;;;
59296750-2;IMPRESA PIZZAROTTI & C SPA AGENCIA EN CHILE;9;24;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;47.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro de proveedores para asegurar cumplimiento normativo y mitigar riesgos operacionales.;Empresa mediana (24 trabajadores) en manufactura retail con presencia en RM. No está regulada por CMF, Sernageomin, SEC ni CNE (giro comercial estándar). Con 4 empresas hijas, estructura compleja y tamaño mediano, se estima manejo de 50-200 proveedores (15 puntos). Sin señal externa reportada (N/A = 0 puntos). El ICP muestra potencial de compra de servicios de compliance para debida diligencia de proveedores.;4.0;1.0;;;
52005377-8;SERVICIOS ALICIA MONICA GEBAUER HITSCHFELD E.I.R.L.;8;12;PERSONA JURIDICA COMERCIAL;EXTRACCION DE PIEDRA, ARENA Y ARCILLA;X REGION LOS LAGOS;Mining / Energía;True;47.0;Mining/Energía;Gestión y evaluación de riesgos de proveedores en operaciones minero-energéticas, cumplimiento normativo con Sernageomin y regulaciones ambientales, y debida diligencia en cadena de suministro.;La empresa opera en Mining/Energía con 12 trabajadores (tamaño mediano), ubicada en Los Lagos. Recibe puntaje en regulación (15) porque el sector minero-energético está sujeto a fiscalización por Sernageomin y normativas ambientales. En proveedores (15) porque una empresa de este tamaño típicamente maneja entre 50-200 proveedores considerando servicios especializados, logística y materiales. Sin señal externa registrada (N/A = 0). El giro clasificado es válido y se mantiene igual. El pain point se enfoca en la debida diligencia de proveedores, aspecto crítico en sectores regulados como minería.;0.0;0.0;;;
76001565-2;FACELE SPA;9;44;PERSONA JURIDICA COMERCIAL;PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTIVIDADES CONEXAS;XIII REGION METROPOLITANA;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión de cumplimiento regulatorio y debida diligencia de proveedores en sector de utilidades, donde la cadena de suministro es crítica y está sujeta a múltiples regulaciones.;FACELE SPA opera en Utilities/Infraestructura, sector altamente regulado en Chile (supervisado por CNE, SEC y organismos técnicos). Con 44 trabajadores es una mediana empresa típica del sector que requiere múltiples proveedores para mantener operaciones de infraestructura (estimados entre 50-200). No hay señal externa reportada. El sector y tamaño indican alta necesidad de compliance y gestión de riesgos en la cadena de proveedores, lo cual es el core de Plutto.;0.0;0.0;;;
52005166-K;ASESORIAS Y SERVICIOS A LA MINERIA ITM LIMITADA.-;8;42;PERSONA JURIDICA COMERCIAL;ACTIVIDADES DE APOYO PARA LA EXPLOTACION DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS;XIII REGION METROPOLITANA;Mining / Energía;True;47.0;Mining/Energía;Gestión de cumplimiento regulatorio y debida diligencia de proveedores en sector minero de alto riesgo;La empresa opera en Mining/Energía con 42 trabajadores (mediana). Está regulada por Sernageomin como empresa de servicios a la minería (15 puntos). Con 42 empleados y operaciones en minería, probablemente maneja entre 50-200 proveedores para servicios especializados, logística y compliance (15 puntos). No hay señal externa reportada (0 puntos). El sector minero requiere riguroso KYB de proveedores y colaboradores por regulaciones ambientales y de seguridad, generando pain point crítico para Plutto.;0.0;0.0;;;
52002289-9;SOCIEDAD TRANSPORTES J.T. SPA;8;12;PERSONA JURIDICA COMERCIAL;TRANSPORTE DE CARGA POR CARRETERA;V REGION VALPARAISO;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y cumplimiento normativo de proveedores de transporte y logística en un sector regulado;La empresa opera en el sector Utilities/Infraestructura con giro de transporte. Este sector está sujeto a regulación de la CNE (Comisión Nacional de Energía) y potencialmente a otras entidades como la SEC en materias de seguridad vial y transporte. Se asignaron 15 puntos por regulación. Estimada como mediana (12 trabajadores), probablemente maneja entre 50-200 proveedores considerando su naturaleza de operaciones de transporte e infraestructura, por lo que se asignaron 15 puntos. Sin señal externa registrada (N/A), se asignaron 0 puntos. El pain point relevante es la necesidad de validar y monitorear proveedores en un entorno regulado.;0.0;0.0;;;
52002166-3;SERVICIOS AEREOS PUERTO MONTT SPA;9;21;PERSONA JURIDICA COMERCIAL;TRANSPORTE DE PASAJEROS POR VIA AEREA;X REGION LOS LAGOS;Utilities / Infraestructura;True;47.0;Utilities/Infraestructura;Gestión y evaluación de riesgos en la cadena de suministro de servicios aéreos y operaciones de infraestructura aeroportuaria;Empresa clasificada en Utilities/Infraestructura con giro en servicios aéreos en Puerto Montt. (1) Regulación: 15 puntos - Como operador de servicios aéreos está sujeta a regulación de la CNE (Comisión Nacional de Energía) y potencialmente a normativas de transporte aéreo. (2) Proveedores: 15 puntos - Una empresa mediana de 21 trabajadores en servicios aéreos/infraestructura probablemente gestiona entre 50-200 proveedores (combustible, mantenimiento, equipos, servicios especializados). (3) Señal: 0 puntos - No hay señal externa reportada (N/A). El pain_point se basa en que empresas de infraestructura aeroportuaria requieren debida diligencia rigurosa en sus proveedores por regulaciones de seguridad y cumplimiento operacional.;0.0;0.0;;;
